3,3,0.8375634517766497
3,4,0.8622448979591837
3,5,0.8865979381443299
3,6,0.8512820512820513
3,7,0.8697916666666666
3,8,0.8608247422680413
3,9,0.9114583333333334
3,10,0.873015873015873
3,11,0.8272251308900523
3,12,0.8177083333333334
3,13,0.7724867724867724
3,14,0.7842105263157895
3,15,0.8288770053475936
3,16,0.7777777777777778
3,17,0.7567567567567568
3,18,0.7540983606557377
3,19,0.772972972972973
3,20,0.7606382978723404
4,3,0.864321608040201
4,4,0.8527918781725888
4,5,0.8622448979591837
4,6,0.8622448979591837
4,7,0.7979274611398963
4,8,0.7794871794871795
4,9,0.8167539267015707
4,10,0.796875
4,11,0.7239583333333334
4,12,0.7801047120418848
4,13,0.7180851063829787
4,14,0.6839378238341969
4,15,0.6789473684210526
4,16,0.6822916666666666
4,17,0.6793478260869565
4,18,0.675392670157068
4,19,0.6084656084656085
4,20,0.6149732620320856
5,3,0.8282828282828283
5,4,0.8061224489795918
5,5,0.7908163265306123
5,6,0.75
5,7,0.7628865979381443
5,8,0.7010309278350515
5,9,0.703125
5,10,0.6701570680628273
5,11,0.6927083333333334
5,12,0.6387434554973822
5,13,0.6230366492146597
5,14,0.6145833333333334
5,15,0.5873015873015873
5,16,0.5602094240837696
5,17,0.5
5,18,0.4896907216494845
5,19,0.5340314136125655
5,20,0.520618556701031
6,3,0.7766497461928934
6,4,0.7236180904522613
6,5,0.6479591836734694
6,6,0.6326530612244898
6,7,0.6717948717948717
6,8,0.6528497409326425
6,9,0.5641025641025641
6,10,0.5824742268041238
6,11,0.5459183673469388
6,12,0.48704663212435234
6,13,0.4742268041237113
6,14,0.5284974093264249
6,15,0.4461538461538462
6,16,0.45077720207253885
6,17,0.43455497382198954
6,18,0.43157894736842106
6,19,0.422680412371134
6,20,0.4175257731958763
7,3,0.6180904522613065
7,4,0.5505050505050505
7,5,0.5678391959798995
7,6,0.48484848484848486
7,7,0.5177664974619289
7,8,0.5103092783505154
7,9,0.46153846153846156
7,10,0.4564102564102564
7,11,0.4461538461538462
7,12,0.44329896907216493
7,13,0.39378238341968913
7,14,0.36787564766839376
7,15,0.3865979381443299
7,16,0.3802083333333333
7,17,0.38144329896907214
7,18,0.31443298969072164
7,19,0.3128205128205128
7,20,0.3384615384615385
8,3,0.5353535353535354
8,4,0.4623115577889447
8,5,0.3838383838383838
8,6,0.45685279187817257
8,7,0.398989898989899
8,8,0.41116751269035534
8,9,0.4010152284263959
8,10,0.358974358974359
8,11,0.28350515463917525
8,12,0.3282051282051282
8,13,0.3487179487179487
8,14,0.29081632653061223
8,15,0.3248730964467005
8,16,0.28205128205128205
8,17,0.26804123711340205
8,18,0.2436548223350254
8,19,0.26666666666666666
8,20,0.26153846153846155
9,3,0.40703517587939697
9,4,0.3969849246231156
9,5,0.3434343434343434
9,6,0.3282828282828283
9,7,0.3401015228426396
9,8,0.29081632653061223
9,9,0.29441624365482233
9,10,0.2893401015228426
9,11,0.2717948717948718
9,12,0.24873096446700507
9,13,0.2474747474747475
9,14,0.2193877551020408
9,15,0.2422680412371134
9,16,0.2153846153846154
9,17,0.1683673469387755
9,18,0.2182741116751269
9,19,0.1989795918367347
9,20,0.2
10,3,0.27638190954773867
10,4,0.265
10,5,0.2914572864321608
10,6,0.2814070351758794
10,7,0.22842639593908629
10,8,0.22110552763819097
10,9,0.21
10,10,0.2562814070351759
10,11,0.21717171717171718
10,12,0.20304568527918782
10,13,0.18877551020408162
10,14,0.16243654822335024
10,15,0.1919191919191919
10,16,0.16326530612244897
10,17,0.18877551020408162
10,18,0.16243654822335024
10,19,0.18274111675126903
10,20,0.16751269035532995
11,3,0.23115577889447236
11,4,0.19
11,5,0.15228426395939088
11,6,0.2
11,7,0.17587939698492464
11,8,0.16
11,9,0.18090452261306533
11,10,0.18686868686868688
11,11,0.1414141414141414
11,12,0.1658291457286432
11,13,0.1507537688442211
11,14,0.165
11,15,0.13636363636363635
11,16,0.14213197969543148
11,17,0.12755102040816327
11,18,0.14285714285714285
11,19,0.12121212121212122
11,20,0.09595959595959595
12,3,0.19095477386934673
12,4,0.165
12,5,0.13
12,6,0.13
12,7,0.1414141414141414
12,8,0.13131313131313133
12,9,0.14646464646464646
12,10,0.12121212121212122
12,11,0.115
12,12,0.12626262626262627
12,13,0.115
12,14,0.11055276381909548
12,15,0.09137055837563451
12,16,0.10050251256281408
12,17,0.09045226130653267
12,18,0.1111111111111111
12,19,0.09090909090909091
12,20,0.06565656565656566
13,3,0.13
13,4,0.13
13,5,0.105
13,6,0.09547738693467336
13,7,0.115
13,8,0.115
13,9,0.08040201005025126
13,10,0.10552763819095477
13,11,0.08080808080808081
13,12,0.11557788944723618
13,13,0.08163265306122448
13,14,0.1116751269035533
13,15,0.09090909090909091
13,16,0.08542713567839195
13,17,0.07035175879396985
13,18,0.085
13,19,0.07
13,20,0.06
14,3,0.07
14,4,0.045
14,5,0.08
14,6,0.04522613065326633
14,7,0.05025125628140704
14,8,0.09547738693467336
14,9,0.05527638190954774
14,10,0.06030150753768844
14,11,0.05527638190954774
14,12,0.095
14,13,0.04
14,14,0.055
14,15,0.05
14,16,0.045
14,17,0.065
14,18,0.035
14,19,0.04
14,20,0.04020100502512563
15,3,0.01
15,4,0.03
15,5,0.035
15,6,0.02
15,7,0.05
15,8,0.055
15,9,0.02
15,10,0.02
15,11,0.05
15,12,0.02512562814070352
15,13,0.05025125628140704
15,14,0.01507537688442211
15,15,0.03015075376884422
15,16,0.035
15,17,0.025
15,18,0.025
15,19,0.025
15,20,0.02512562814070352
